GTDB	MICROBE	MICR_NT_PLUS_COMPL_EUK	INVERTEBRATE	PLANT	VERTEBRATE_OTHER	VERTEBRATE_MAMMALIAN	NT	COMBINED
@NC_000001.11:-:167159946:167159988:42b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000007.14:-:62267872:62267908:36b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000011.10:-:127428453:127428505:52b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000015.10:+:54229528:54229562:34b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000013.11:+:24025216:24025275:59b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:+:96097925:96097957:32b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000022.11:+:30881758:30881810:52b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000019.10:+:29470177:29470225:48b10-2/1	0	0	1	0	0	1	1	1	1
@NC_000002.12:+:231395270:231395307:37b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000010.11:-:58203717:58203755:38b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000013.11:+:71292400:71292474:74b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:+:148323838:148323875:37b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000006.12:-:88544804:88544838:34b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000024.10:-:19145187:19145237:50b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000006.12:+:153847589:153847641:52b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:+:72313085:72313136:51b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000012.12:-:131218682:131218713:31b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000006.12:-:3433131:3433185:54b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:-:36231785:36231835:50b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000011.10:+:6127668:6127713:45b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:-:172985998:172986050:52b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000021.9:+:30322066:30322108:42b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000015.10:+:17732344:17732384:40b10-2/1	1	0	1	0	0	1	1	1	1
@NC_000019.10:-:8428279:8428323:44b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000015.10:+:50750540:50750578:38b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:-:167307510:167307556:46b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000007.14:-:102749071:102749132:61b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000012.12:+:93791814:93791853:39b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:-:142345152:142345200:48b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:+:5987534:5987592:58b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000012.12:+:49722786:49722821:35b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000016.10:-:77902167:77902197:30b10-2/1	0	0	0	0	0	0	0	0	0
@NT_187519.1:-:792043:792075:32b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000013.11:-:28476836:28476878:42b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000001.11:+:160615021:160615071:50b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000021.9:-:9579356:9579397:41b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000011.10:+:274941:274976:35b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000008.11:+:1685266:1685316:50b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000009.12:-:86479340:86479379:39b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000017.11:-:57633333:57633382:49b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:+:181407541:181407597:56b10-2/1	0	0	1	0	0	0	1	1	1
@NW_011332701.1:+:1644625:1644656:31b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000012.12:-:14988782:14988861:79b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000007.14:+:141698850:141698886:36b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000006.12:-:113011006:113011037:31b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:+:54894468:54894507:39b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000007.14:+:53561079:53561110:31b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000015.10:+:71123260:71123298:38b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000001.11:+:6684916:6684963:47b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000012.12:+:34580562:34580611:49b10-2/1	1	0	1	0	1	1	1	1	1
@NC_000010.11:+:82641098:82641132:34b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000010.11:+:103746584:103746626:42b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000008.11:-:31931035:31931082:47b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:+:31292948:31293005:57b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000015.10:-:98440552:98440592:40b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000013.11:-:57418086:57418122:36b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000013.11:+:25574831:25574882:51b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:+:125546370:125546417:47b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000023.11:+:44786803:44786834:31b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000007.14:+:65962642:65962689:47b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000020.11:-:50116893:50116924:31b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000010.11:-:6686851:6686903:52b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000014.9:+:49343849:49343888:39b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000012.12:-:61426270:61426317:47b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000001.11:-:206912895:206912936:41b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:-:59586319:59586355:36b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000006.12:+:53914025:53914062:37b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:-:91535032:91535070:38b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000014.9:-:73109969:73110004:35b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000018.10:-:68438913:68438944:31b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:+:170086987:170087027:40b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:-:37581671:37581710:39b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:+:54928131:54928170:39b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:+:133699018:133699085:67b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:+:171996150:171996188:38b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000024.10:+:17764657:17764687:30b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000004.12:+:187977060:187977103:43b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:-:75082996:75083038:42b10-2/1	0	0	1	0	0	1	1	1	1
@NC_000011.10:-:109619190:109619263:73b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000012.12:-:11977694:11977744:50b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000017.11:+:57883752:57883785:33b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:-:164668547:164668589:42b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000011.10:+:86490211:86490261:50b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000019.10:-:53993782:53993840:58b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000007.14:-:18761610:18761684:74b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:+:52929653:52929703:50b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000001.11:-:217002448:217002528:80b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000011.10:-:63988293:63988332:39b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000023.11:-:59271014:59271050:36b10-2/1	1	0	1	1	0	1	1	1	1
@NC_000002.12:-:40860261:40860309:48b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000011.10:-:127048990:127049048:58b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000022.11:+:50568397:50568442:45b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:+:35468326:35468366:40b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000023.11:-:70606128:70606173:45b10-2/1	0	0	1	0	0	0	1	1	1
@NT_187586.1:-:22705:22780:75b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000013.11:-:46849515:46849561:46b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:-:178546893:178546947:54b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000007.14:+:23619479:23619535:56b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000023.11:+:64024793:64024843:50b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:+:169827310:169827378:68b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:+:5851644:5851678:34b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000010.11:+:45936662:45936708:46b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:+:112812103:112812139:36b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000017.11:-:55070584:55070621:37b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000021.9:+:26028121:26028162:41b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:-:193836472:193836517:45b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000019.10:-:1227548:1227589:41b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000013.11:-:46947024:46947082:58b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:-:15306876:15306928:52b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000001.11:-:119976866:119976922:56b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000016.10:-:51832692:51832728:36b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000001.11:+:85895701:85895767:66b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000006.12:+:146844825:146844868:43b10-2/1	0	0	1	0	0	0	1	1	1
@NW_019805490.1:-:227432:227464:32b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000011.10:+:8391492:8391532:40b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000006.12:+:12859368:12859399:31b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:-:78609184:78609219:35b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000006.12:+:147960642:147960688:46b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000002.12:+:215918474:215918520:46b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000016.10:-:53502388:53502434:46b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000017.11:-:81143258:81143305:47b10-2/1	0	0	1	0	0	0	1	1	1
@NW_017363814.1:-:106336:106370:34b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000008.11:+:56163941:56163989:48b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:+:99834899:99834935:36b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000017.11:+:62693806:62693850:44b10-2/1	0	0	1	0	0	0	1	1	1
@NW_025791768.1:+:46084:46116:32b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000012.12:+:18363927:18363977:50b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000009.12:-:35452021:35452054:33b10-2/1	0	0	0	0	0	0	0	0	0
@NW_025791777.1:-:1368227:1368276:49b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000001.11:+:245953075:245953117:42b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000001.11:-:71262128:71262182:54b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000009.12:-:78841945:78841991:46b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000010.11:-:103708773:103708831:58b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000021.9:+:27783702:27783750:48b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000013.11:-:32955793:32955848:55b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000009.12:+:77681563:77681613:50b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000008.11:-:90927024:90927056:32b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000015.10:-:69045293:69045339:46b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000017.11:+:38776274:38776333:59b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000011.10:+:69406896:69406943:47b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000001.11:-:27546875:27546909:34b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:-:39767625:39767664:39b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:+:67216477:67216529:52b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000007.14:+:107092353:107092415:62b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000023.11:-:34393815:34393847:32b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:+:73757057:73757115:58b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:+:51360895:51360935:40b10-2/1	1	0	1	0	1	1	1	1	1
@NC_000017.11:-:32076868:32076903:35b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000006.12:+:158722455:158722503:48b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:+:171732814:171732865:51b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000015.10:+:72537491:72537525:34b10-2/1	0	0	1	0	0	0	1	1	1
@NT_187660.1:+:1032909:1032956:47b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:+:201400701:201400739:38b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000007.14:-:66760331:66760385:54b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000007.14:+:147743861:147743915:54b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:-:31899357:31899403:46b10-2/1	1	0	1	0	0	0	1	1	1
@NC_000005.10:+:41134869:41134901:32b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:+:97571796:97571852:56b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:-:132058014:132058072:58b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000011.10:-:8929086:8929134:48b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000001.11:-:215679637:215679667:30b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000017.11:-:81841007:81841053:46b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000014.9:-:17436863:17436919:56b10-2/1	1	0	1	0	0	1	1	1	1
@NC_000002.12:+:202018379:202018417:38b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000006.12:+:110031915:110031956:41b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000011.10:+:64712110:64712160:50b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000009.12:+:100441337:100441386:49b10-2/1	1	0	1	0	0	0	1	1	1
@NC_000018.10:-:29011507:29011539:32b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000010.11:+:27651164:27651222:58b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000014.9:+:75344475:75344515:40b10-2/1	0	0	1	0	0	0	1	1	1
@NT_187383.1:+:121337:121387:50b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000018.10:-:41440063:41440107:44b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000023.11:+:7333601:7333651:50b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:+:152035309:152035344:35b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000001.11:+:196784313:196784384:71b10-2/1	1	0	1	0	1	0	1	1	1
@NC_000021.9:-:31025980:31026026:46b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000009.12:-:88846648:88846697:49b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000013.11:+:20741159:20741201:42b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000001.11:-:83732248:83732291:43b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:+:39181115:39181182:67b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000021.9:+:7852119:7852160:41b10-2/1	0	0	1	0	0	1	1	1	1
@NC_000014.9:+:88659977:88660018:41b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000010.11:+:19090260:19090325:65b10-2/1	1	1	1	0	0	1	1	1	1
@NC_000012.12:-:46468091:46468125:34b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000016.10:-:32564579:32564614:35b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000013.11:-:20289749:20289800:51b10-2/1	1	0	1	0	1	0	1	1	1
@NC_000005.10:+:92456225:92456276:51b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000011.10:+:129556226:129556288:62b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000023.11:-:28739303:28739345:42b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000012.12:-:66017816:66017851:35b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:+:185708139:185708179:40b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000018.10:+:50307122:50307164:42b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:-:98675309:98675370:61b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:+:14197459:14197509:50b10-2/1	0	0	1	0	0	0	1	1	1
@NT_187617.1:-:48373:48416:43b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000022.11:-:27089431:27089465:34b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:+:175146096:175146126:30b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000019.10:-:10669651:10669692:41b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000019.10:-:18194200:18194238:38b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000015.10:+:81769807:81769848:41b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000007.14:+:94039973:94040039:66b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000018.10:+:66016792:66016831:39b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000020.11:+:47351349:47351382:33b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000016.10:+:63173115:63173165:50b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:-:135805394:135805446:52b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000013.11:+:78194701:78194735:34b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:+:210960095:210960149:54b10-2/1	1	0	1	0	0	0	1	1	1
@NC_000011.10:-:5888828:5888880:52b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:-:140538730:140538769:39b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000006.12:+:16995337:16995391:54b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000019.10:-:16494407:16494439:32b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000019.10:-:57909078:57909118:40b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:+:2171750:2171793:43b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000016.10:-:22883772:22883815:43b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000012.12:-:38536114:38536168:54b10-2/1	0	0	1	0	0	0	1	1	1
@NW_017852933.1:-:796954:797002:48b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:+:8023401:8023441:40b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000009.12:-:83522132:83522164:32b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000018.10:-:21820662:21820728:66b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:-:44466890:44466922:32b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000006.12:+:164370220:164370268:48b10-2/1	1	0	1	0	0	0	1	1	1
@NC_000024.10:-:24924904:24924942:38b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000006.12:-:79774834:79774881:47b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:+:44594653:44594691:38b10-2/1	1	0	1	0	0	1	1	1	1
@NC_000008.11:+:73888379:73888414:35b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000023.11:+:148871338:148871389:51b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:+:93814463:93814497:34b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:-:156049856:156049905:49b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000011.10:+:30902184:30902214:30b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000009.12:-:26999268:26999320:52b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:-:235341562:235341612:50b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000008.11:+:49343519:49343567:48b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:+:78422762:78422801:39b10-2/1	1	0	1	0	1	1	1	1	1
@NC_000008.11:-:42310937:42310974:37b10-2/1	0	0	1	0	0	0	1	1	1
@NW_025791819.1:-:120804:120841:37b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000019.10:-:52914295:52914329:34b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000007.14:-:131277630:131277675:45b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:+:34723121:34723158:37b10-2/1	0	0	1	0	0	0	1	1	1
@NT_187643.1:+:56322:56385:63b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000018.10:+:2915717:2915748:31b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000001.11:+:223299079:223299122:43b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000012.12:+:5165822:5165862:40b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:-:47993805:47993854:49b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000006.12:-:168567771:168567824:53b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000006.12:-:103836068:103836110:42b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000010.11:+:3230234:3230267:33b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000006.12:-:27564489:27564550:61b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000007.14:+:115679378:115679413:35b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000003.12:+:146594311:146594361:50b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:-:62232069:62232112:43b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:+:91223023:91223059:36b10-2/1	0	0	1	0	0	0	1	0	1
@NC_000017.11:-:74661362:74661426:64b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000014.9:+:82549800:82549832:32b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:-:184927826:184927882:56b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000023.11:-:71173866:71173907:41b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000012.12:-:20367248:20367290:42b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000023.11:-:25229073:25229108:35b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000008.11:-:130305575:130305673:98b10-2/1	1	0	1	0	0	0	1	1	1
@NC_000005.10:+:11752731:11752761:30b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000008.11:-:141756401:141756442:41b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000001.11:+:28149696:28149739:43b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000009.12:-:109299823:109299859:36b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000010.11:-:39749028:39749073:45b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:-:147485519:147485550:31b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000005.10:+:25533736:25533799:63b10-2/1	0	0	1	0	0	0	1	1	1
@NT_187601.1:+:1207816:1207858:42b10-2/1	1	0	1	0	0	1	1	1	1
@NC_000010.11:-:12188765:12188824:59b10-2/1	0	0	1	0	0	0	1	1	1
@NW_021160017.1:+:2095082:2095118:36b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000023.11:-:60253567:60253616:49b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000001.11:-:99044775:99044806:31b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000010.11:-:20885233:20885269:36b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000001.11:-:232561714:232561748:34b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000011.10:+:33080423:33080466:43b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:+:133046807:133046841:34b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000010.11:-:96927609:96927659:50b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000008.11:-:126383051:126383107:56b10-2/1	0	0	1	0	0	0	1	1	1
@NW_025791754.1:-:734995:735041:46b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000009.12:+:10573125:10573157:32b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000005.10:+:20988885:20988954:69b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000007.14:-:74254761:74254798:37b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:-:89298936:89299000:64b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000023.11:-:114192802:114192848:46b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000016.10:+:1834270:1834318:48b10-2/1	0	0	0	0	0	0	0	0	0
@NT_187653.1:+:128929:128989:60b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:+:177895421:177895466:45b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000001.11:-:164335054:164335095:41b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:+:106940147:106940192:45b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000013.11:+:79853939:79853983:44b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:-:183966346:183966384:38b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000008.11:+:7015646:7015678:32b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000023.11:-:116370326:116370363:37b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000012.12:+:110297289:110297325:36b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000007.14:+:109269275:109269327:52b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:-:77120639:77120681:42b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000011.10:+:126266713:126266765:52b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000003.12:-:40921353:40921387:34b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000011.10:-:81940221:81940260:39b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000008.11:+:52616571:52616605:34b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000023.11:+:45537173:45537233:60b10-2/1	1	1	1	0	0	0	1	1	1
@NC_000007.14:-:149636813:149636847:34b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000005.10:-:34228513:34228553:40b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000001.11:+:30523429:30523459:30b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000006.12:+:33170698:33170742:44b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:+:119546125:119546168:43b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000002.12:-:39198627:39198676:49b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000004.12:-:141869760:141869800:40b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000011.10:+:14939400:14939449:49b10-2/1	0	0	1	0	0	0	1	1	1
@NC_000006.12:+:107437930:107437962:32b10-2/1	0	0	0	0	0	0	0	0	0
@NC_000017.11:-:3716588:3716629:41b10-2/1	0	0	1	0	0	0	1	1	1
